dataset,raw_index,algorithm_raw,algo_row,input_kind,algorithm,source_orig_parsed_n_params,source_before_nodes,n_rank,after_params,rank_gap,source_orig_parsed_expr,rendered,status,runtime_ms,peak_rss_mb,passes,egraph_total_size,legacy_conclusion_kind,legacy_new_rule_family,legacy_proposed_rule,legacy_proof_summary,legacy_remaining_gap_notes,agent_status,agent_id,conclusion_kind,new_rule_family,proposed_rule,proof_summary,domain_notes,remaining_gap_notes
pagie,120,Operon,1,sympy,Operon,8.0,46.0,7.0,8.0,1.0,0.22864008270232225 * exp(-9.69348884031831 * x0 ** 2.0 - exp(-1.0047436520881448 * x1 ** 2.0)) + 0.3440097684222109 + 1.635892432732362 * exp(-1.0 * exp(-1.0047436520881448 * x1 ** 2.0)) - 1.1765190489038249 * exp(-0.8640792395159441 * x0 ** 2.0),0.22864008270232225 * exp(-9.69348884031831 * x0 ** 2.0 - exp(-1.0047436520881448 * x1 ** 2.0)) + 0.3440097684222109 + 1.635892432732362 * exp(-1.0 * exp(-1.0047436520881448 * x1 ** 2.0)) - 1.1765190489038249 * exp(-0.8640792395159441 * x0 ** 2.0),saturated,849.1118749952875,146.578125,1.0,9600.0,new_rule_reduces_to_rank,tolerance_coefficient_snapping,"Before parameter counting, canonicalize integer-valued float coefficients in multiplicative positions: if Float(c) is within tolerance of integer k, rewrite Mul(Float(c), t) to Mul(Int(k), t), with k=1 removed and k=-1 rendered as Neg(t). This covers exp(-1.0 * z) -> exp(-z).","Current-rule obstruction: the rendered baseline still contains -1.0 as the coefficient in exp(-1.0 * exp(-1.0047436520881448 * x1 ** 2.0)), so param counting charges it as an extra float parameter. The genuinely non-integer constants are 0.22864008270232225, -9.69348884031831, -1.0047436520881448, 0.3440097684222109, 1.635892432732362, -1.1765190489038249, and -0.8640792395159441: seven total. Snapping only -1.0 to the integer literal -1 changes exp(-1.0 * z) to exp(-z), reducing baseline_after_params from 8 to n_rank 7.",No remaining rank gap after this rule. The duplicated inner coefficient -1.0047436520881448 is already one shared non-integer parameter; the x ** 2.0 literals are integer-valued powers and should stay outside the parameter count.,done,019dac6c-d4be-7121-a775-2cca61f68c53,new_rule_reduces_to_rank,tolerance_coefficient_snapping,Canonicalize integer-valued float coefficients before ranking/rendering: Num(-1.0) * x -> -x and Num(1.0) * x -> x within the existing float tolerance. Include the commuted form x * Num(-1.0). This makes exp(-1.0 * z) render as exp(-z).,"The current rendered form has seven independent non-integer constants: 0.22864008270232225, -9.69348884031831, -1.0047436520881448, 0.3440097684222109, 1.635892432732362, -1.1765190489038249, and -0.8640792395159441. The extra counted parameter is the integer-valued coefficient -1.0 in exp(-1.0 * exp(-1.0047436520881448 * x1 ** 2.0)). Current pipeline rules do not canonicalize Num(-1.0) * x to -x, so the rank stays 8 instead of 7.",This is safe only for literals within the accepted integer-snapping tolerance. The 2.0 powers are also integer-valued and should not count as learned float params. No non-integer coefficient should be snapped.,"No further local rank-reducing algebra is needed for this row after snapping -1.0. If implemented as an e-graph rewrite rather than param counting normalization, include both coefficient orientations so commutativity does not hide the match."
pagie,197,SRjl,18,original,PySR,8.0,47.0,7.0,8.0,1.0,1.6165753448802653 - (exp(1.758436573691409 - (x0 * x0 - x0 + x0) * 0.761578950826381) - -0.05546144663419194 * (x1 * x1) + exp(0.8366837949675797) / exp(x1 * x1) - -1.8924009776034219 / exp(x1 * x1) - log(x1 * x1 - -0.9893514112972329)) * 0.181649894795292,0.181649894795292 * (-5.803357176838221 * (exp(-0.761578950826381 * (x0 * x0 - x0 + x0)) + 0.009556786691597085 * (x1 * x1) + -1.5334919463797099) - 2.308698151681927 / exp(x1 * x1) + -1.8924009776034219 / exp(x1 * x1) + log(x1 * x1 + 0.9893514112972329)),saturated,2397.620832984103,180.0,2.0,16236.0,new_rule_reduces_to_rank,quotient_coefficient_exposure,"rewrite(a / y + b / y).to((a + b) / y), with y != 0; signed numerators cover subtraction after existing x - a and x + -y rewrites.","Current-rule obstruction: the pipeline can fold exp(0.8366837949675797) to 2.308698151681927 and can collect affine constants, but it has no same-denominator collection for a/y + b/y. The miss is exactly the pair -2.308698151681927/exp(x1*x1) + -1.8924009776034219/exp(x1*x1). A quotient coefficient rule rewrites this to (-4.201099129285349)/exp(x1*x1), replacing two non-integer coefficient params with one. All other shown transforms are already reachable by constant folding, sign normalization, and affine constant collection, so this closes the rank_gap 1.",No many-parameter artifact is needed here. The only rank-relevant gap is exposing and collecting duplicate quotient coefficients; exp quotient normalization alone would not reduce the two reciprocal coefficients to one.,done,019dac6c-d520-7b62-8eda-5e3ece7577a5,new_rule_reduces_to_rank,quotient_coefficient_exposure,"rewrite((w - x / z) + y / z).to(w + ((y - x) / z), z != Num(0.0)); also consider the plus carrier sibling rewrite((w + x / z) + y / z).to(w + ((x + y) / z), z != Num(0.0)).","The current adjacent same-denominator rule x/z + y/z is already implemented, but the rendered miss exposes the quotient pair through a left-associated carrier: ... - 2.308698151681927/exp(x1*x1) + -1.8924009776034219/exp(x1*x1). Because the two quotient nodes are not syntactic siblings, the existing rule does not collect them. The carrier/subtraction variant would rewrite that local shape to ... + ((-1.8924009776034219 - 2.308698151681927)/exp(x1*x1)), and constant folding makes one coefficient, reducing the non-integer param count by exactly the rank_gap 1.","Requires z != 0. Here z is exp(x1*x1), which is positive for real inputs, so the denominator side condition is satisfied. This is algebraic collection of same-denominator quotients; no branch/domain change beyond existing division nonzero assumptions.",This is not a many-parameter artifact: the two independent-looking quotient coefficients share the same denominator and have a local rank-reducing collection once the carrier term is accounted for. Other association/order variants may need parallel carrier rules if they appear in rendered misses.
pagie,55,EPLEX,26,original,EPLEX,8.0,56.0,5.0,6.0,1.0,log(abs(log(abs(-0.876)))) / log(abs(exp(log(abs(0.607)) - (exp(log(abs(-0.826)) - exp(-0.896 - exp(((-0.697 - -1.0 * 0.118 ** 3.0) ** 3.0 - log(abs(-1.123))) ** 3.0 - log(abs(x0 ** 2.0))) ** 2.0)) ** 2.0 * exp(exp(log(abs(0.559)) * exp(log(abs(x1 ** 2.0)))))) ** 3.0) ** 2.0)),-2.0220093000996027 / log(abs((0.607 / exp(((0.826 / exp(0.4081991952779227 / exp((0.9116651497153382 / abs(x0 ** 2.0)) ** 2.0))) ** 2.0 * exp(exp(-0.5816058058270378 * abs(x1 ** 2.0)))) ** 3.0)) ** 2.0)),saturated,95.07395900436676,105.625,2.0,44.0,new_rule_reduces_to_rank,quotient_coefficient_exposure,"For p<0 and positive integer literals m,n: p / log(abs(exp(a - (exp(b - u)**2 * v))**m)**n) -> -1 / (((m*n)/(-p))*a - exp(2*b + log((m*n)/(-p)) - 2*u) * v). Here m=3,n=2.","Current-rule obstruction: log(exp(x))->x cannot fire because exp(a-Q) is wrapped by **3, abs, **2, and the quotient numerator p is not exposed as a scalable denominator coefficient. Algebra gives log(abs(exp(a-Q)^3)^2)=6*(a-Q), with Q=exp(b-u)^2*v=exp(2*b-2*u)*v. Since p=-2.0220093000996027<0, p/(6*(a-Q)) = -1/(((6)/(-p))*a - exp(2*b + log(6/(-p)) - 2*u)*v). This replaces params p,a,b by two non-integer combinations; c=-0.896, e=-0.09248251672753682, f=-0.5816058058270378 remain, giving rank 5.",A standalone log_abs_scale_extraction rule would only expose 6*(a-Q) and likely leave 6 params. The rank reduction needs quotient scale normalization plus absorption of the positive scale into exp(b-u)^2; implement either as this specialized rule or as coordinated quotient exposure and exp-additive extraction.,done,019dac6c-d575-7833-8e29-3a4b47d584b6,new_rule_reduces_to_rank,quotient_coefficient_exposure,"For p<0,a>0,b>0 and integer m,n,j,k>0: p/log(abs((a/exp(((b/exp(r))**j*exp(s))**k))**m)**n) -> 1/(exp(log((m*n)/(-p))+(j*k)*log(b)-(j*k)*r+k*s)-((m*n)/(-p))*log(a)).","The current rendered form matches p/log(abs((a/exp(((b/exp(r))**2*exp(s))**3))**3)**2) with p=-2.022..., a=0.607, b=0.826. Current extra_rules can cancel log(abs(exp(x))) and expose some quotient coefficients, but not through the outer **3/abs/**2 wrapper or the inner product power. Algebra gives denominator 6*(log(a)-b^6*exp(-6*r+3*s)); since p<0, the whole term becomes 1/(exp(log(6/(-p))+6*log(b)-6*r+3*s)-(6/(-p))*log(a)). This combines p,a,b into two constants, leaving r and s constants, so it can reach rank 5.","Requires positive a and b, p<0, positive integer-valued powers, and nonzero denominator. With nonpositive bases, parity and abs handling must be explicit; using log(abs(a)) or log(abs(b)) may be needed for safe variants.","This is not just more iterations: the saturated current rules lack the syntactic exposure path. A decomposed fix would need log_abs power extraction, quotient scalar exposure for p over a log difference, power distribution for (b/exp(r))**j, and absorption of the exposed coefficient into exp."
pagie,46,EPLEX,17,sympy,EPLEX,8.0,57.0,6.0,7.0,1.0,exp((-0.304612761792 * x1 ** 2.0 - 0.391574063671503) / x1 ** 4.0) + exp(0.822136671474921 * (0.128164 * x0 ** 2.0 - 0.878) * (0.108837568328275 * x0 ** 6.0 + 1.0) ** 4.0 / (x0 ** 2.0 * (0.00954923344395646 * x0 ** 12.0 + (0.108837568328275 * x0 ** 6.0 + 1.0) ** 2.0) ** 2.0)),exp((x1 ** 2.0 + 1.2854814793967273) * (-0.304612761792 / x1 ** 4.0)) + exp(0.10536832436291177 * (x0 ** 2.0 + -6.850597671733092) * (0.108837568328275 * x0 ** 6.0 + 1.0) ** 4.0 / (x0 ** 2.0 * (0.00954923344395646 * x0 ** 12.0 + (0.108837568328275 * x0 ** 6.0 + 1.0) ** 2.0) ** 2.0)),saturated,1215.0730829744134,141.453125,2.0,7380.0,new_rule_reduces_to_rank,square_quotient_normalization,"rewrite((z * (t ** 4)) / (w * (v + t ** 2) ** 2)).to(z / (w * (1 + v / (t ** 2)) ** 2), t != 0)","Current rules collect affine constants, giving the rendered baseline, but they do not divide a numerator/denominator by a repeated symbolic square. In the second exp let t=(0.108837568328275*x0**6+1), v=0.00954923344395646*x0**12, z=0.10536832436291177*(x0**2+-6.850597671733092), w=x0**2. Then z*t**4/(w*(v+t**2)**2)=z/(w*(1+v/t**2)**2). This removes the second occurrence of the c=0.108837568328275 literal, leaving 6 non-integer float params overall, matching n_rank.","Implementation may need the rule to match through surrounding product/quotient association. If the metric shares identical literals globally, the baseline already has 6 unique non-integer floats and the reported gap is only occurrence/rank accounting.",done,019dac6c-d5c1-7340-8bd6-eb68f4cf2581,new_rule_reduces_to_rank,square_quotient_normalization,"rewrite((z * (t ** 4)) / (w * (v + t ** 2) ** 2)).to(z / (w * (1 + v / (t ** 2)) ** 2), t != 0, w != 0)","The miss is in the second exp. Let t=(0.108837568328275*x0**6+1), v=0.00954923344395646*x0**12, z=0.10536832436291177*(x0**2+-6.850597671733092), and w=x0**2. The rendered term contains z*t**4/(w*(v+t**2)**2), so dividing the squared denominator by t**4 gives z/(w*(1+v/t**2)**2). This removes the second syntactic occurrence of the non-integer constant 0.108837568328275. Current extra_rules have quotient exposure and numeric-scale squared-denominator handling, but not this repeated-symbolic-square quotient normalization.","Needs t != 0; the original also has w != 0 and v+t**2 != 0. For this concrete real form t=1+positive*x0**6 is nonzero, but the rule should still be guarded syntactically because Egglog does not know that positivity fact locally.","Implementation may need association/exposure variants to match z*t**4 divided by w*(v+t**2)**2 under the current product and quotient tree shape. If the metric were unique-literal based, this row already has six non-integer constants; the miss appears to be occurrence/rank accounting."
pagie,44,EPLEX,15,sympy,EPLEX,8.0,59.0,7.0,8.0,1.0,-0.786769 + 1.26138411854031 / (0.39714058776807 * log(abs(x0 / (log(abs(0.168375426124201 * x1 ** 2.0 * (0.875656742556918 * log(abs(x0 / x1)) ** 4.0 + 1.0) ** 4.0 / ((0.875656742556918 * log(abs(x0 / x1)) ** 4.0 + 1.0) ** 2.0 - 0.851410399769728) ** 2.0)) ** 2.0 + 2.463))) ** 2.0 + 1.0) ** 2.0,-0.786769 + 7.99758399999997 / (log(abs(x0 / (log(abs(0.168375426124201 * x1 ** 2.0 * (0.875656742556918 * log(abs(x0 / x1)) ** 4.0 + 1.0) ** 4.0 / ((0.875656742556918 * log(abs(x0 / x1)) ** 4.0 + 1.0) ** 2.0 + -0.851410399769728) ** 2.0)) ** 2.0 + 2.463))) ** 2.0 + 2.5179999999999993) ** 2.0,saturated,106.52541599120012,101.0,2.0,111.0,needs_many_params_or_rank_artifact,shared_parameter_or_rank_artifact,"No algebraic rewrite is the smallest fix. Parameterization should intern identical non-integer float literals, or CSE the repeated term U = p*log(abs(x0/x1))**4 + 1 so both U occurrences share the same p.","Current-rule obstruction: the rank miss is not from an unnormalized quotient/log/square shape, but from counting the repeated coefficient 0.875656742556918 twice. Let L=log(abs(x0/x1)) and U=p*L**4+1. The expression contains U**4 in the numerator and (U**2 - 0.851410399769728)**2 in the denominator, with the same p. Unique non-integer parameters are -0.786769, 1.26138411854031, 0.39714058776807, 0.168375426124201, p, 0.851410399769728, and 2.463: seven total. Baseline_after_params=8 is explained by unshared duplicate p occurrences.","If the pipeline already interns exact equal float literals before ranking, then this row is inconclusive without inspecting that implementation. From the rendered baseline alone, the apparent one-rank gap is a shared-parameter/rank artifact, not a new rank-reducing rewrite.",done,seeded_from_legacy,needs_many_params_or_rank_artifact,shared_parameter_or_rank_artifact,"No algebraic rewrite is the smallest fix. Parameterization should intern identical non-integer float literals, or CSE the repeated term U = p*log(abs(x0/x1))**4 + 1 so both U occurrences share the same p.","Current-rule obstruction: the rank miss is not from an unnormalized quotient/log/square shape, but from counting the repeated coefficient 0.875656742556918 twice. Let L=log(abs(x0/x1)) and U=p*L**4+1. The expression contains U**4 in the numerator and (U**2 - 0.851410399769728)**2 in the denominator, with the same p. Unique non-integer parameters are -0.786769, 1.26138411854031, 0.39714058776807, 0.168375426124201, p, 0.851410399769728, and 2.463: seven total. Baseline_after_params=8 is explained by unshared duplicate p occurrences.","Integer-valued literals 1.0, 2.0, and 4.0 should not be counted as free parameters here. The repeated p occurs under even powers and inside log(abs(...)), but sharing p does not require domain-changing algebra.","If the pipeline already interns exact equal float literals before ranking, then this row is inconclusive without inspecting that implementation. From the rendered baseline alone, the apparent one-rank gap is a shared-parameter/rank artifact, not a new rank-reducing rewrite."
kotanchek,13,Bingo,13,original,Bingo,9.0,24.0,5.0,7.0,2.0,(69920813446.957 + 3837.522818140268 * ((-6411.945978052463 + 5614.613323813786 * x0) * (-6411.945978052463 + 5614.613323813786 * x0))) ** (-1.0) * (32356483533.402588 + -10343913179.625605 * x0 + 5885307060.08351 * x1),(69920813446.957 + 120973619469.07672 * ((x0 + -1.142010252221088) * (x0 + -1.142010252221088))) ** (-1.0) * (32356483533.402588 + -10343913179.625605 * x0 + 5885307060.08351 * x1),saturated,271.4554999838583,120.5,2.0,1624.0,new_rule_reduces_to_rank,quotient_coefficient_exposure,"For (a0 + a1*x0 + a2*x1)/(b0 + b1*(x0+c)^2), divide numerator and denominator by b1: ((a0/b1) + (a1/b1)*x0 + (a2/b1)*x1)/((b0/b1) + (x0+c)^2). Then optionally absorb one remaining numerator scale by factoring a2/b1 from the numerator.","Current-rule obstruction: existing affine/square collection exposes the shifted square, but leaves an arbitrary denominator scale b1 and three raw numerator coefficients, so the same rational form is still over-parametrized. Since the whole expression is a quotient, multiplying numerator and denominator by 1/b1 is semantics-preserving where b1 != 0 and removes one free denominator coefficient. A second scale redundancy remains in the numerator linear form: k*(u0+u1*x0+x1)/(v+(x0+c)^2) uses k,u0,u1,v,c, matching n_rank=5. This accounts for the rank gap 7->5.","If current rules already divide denominator scale but not numerator linear scale, the minimal missing piece is the second normalization only. Need exact pipeline rule inventory to distinguish one combined rule from two sequential existing/new rewrites.",done,019dac6c-d604-7421-9da0-c8aaac39e2a9,new_rule_reduces_to_rank,quotient_coefficient_exposure,"Add reciprocal-power product variant: ((c + d*y) ** Num(-1.0)) * (b + a*u + e*v) -> (e / d) * ((b / e) + (a / e) * u + v) / ((c / d) + y), with the commuted product orientation if needed.","Current rendered form is ((c + d*((x0+s)*(x0+s))) ** -1) * (b + a*x0 + e*x1). Existing pipeline quotient rules normalize explicit divisions, but this row remains behind a reciprocal power product, so those rules do not match. The proposed syntactic variant turns the inverse-product into a normalized quotient and divides denominator scale by d plus numerator scale by e. Non-integer params go from b,a,e,c,d,s to e/d,b/e,a/e,c/d,s, matching rank 5.","Requires d != 0, e != 0, and the denominator nonzero on the evaluated domain, matching the original reciprocal-power domain. If e is zero, use another nonzero numerator coefficient as the affine anchor.","This is not a many-independent-params artifact: the numerator/denominator share one quotient scale redundancy. If only inverse-to-division exposure is added, existing rules may still need enough scheduling budget to factor the three-term numerator scale."
kotanchek,205,SRjl,26,sympy,PySR,9.0,35.0,7.0,8.0,1.0,(0.027403656354302808 * x1 - 0.12069990779928053) * (x1 * (0.4454785549576585 * x0 - 2.8365201503978743 * x1 + 0.10838199940824038 * exp(x1) + 0.13267669843578556) - 1.134188032659344) * exp(-1.0 * (x0 - 1.1883794736981237) * (x0 - 0.8765025611709572)),0.009670294806766355 * exp(x0 * (2.064882034869081 - x0)) * (x1 - 4.404518369328067) * (x1 * (0.4454785549576585 * x0 - 2.8365201503978743 * x1 + 0.10838199940824038 * exp(x1) + 0.13267669843578556) - 1.134188032659344),saturated,3067.833334003808,185.6875,2.0,10867.0,new_rule_reduces_to_rank,exp_additive_constant_extraction,exp((a - x) * (x - b)) -> exp(((a - b) * (a - b)) / 4) * exp(-((x - ((a + b) / 2)) * (x - ((a + b) / 2)))),"Current rules collect affine constants from the two polynomial factors, giving the rendered baseline, but they leave exp((1.1883794736981237 - x0) * (x0 - 0.8765025611709572)) with two root parameters. Algebra: (a-x)(x-b)=-(x-(a+b)/2)^2+(a-b)^2/4. The proposed rule extracts exp((a-b)^2/4) as a multiplicative constant and leaves one exponent parameter, mu=(a+b)/2. Here that constant folds into the existing outer scale 0.01220774123327107, so params become scale, 4.4045, 6.3674, 0.2433, 0.2978, 2.5460, mu: 7 total.",Need commuted/orientation variants such as exp((x-b)*(a-x)). Rank reduction relies on an existing multiplicative scale so the extracted exp constant replaces that scale rather than adding a new independent parameter.,done,019dac6c-d642-7d73-b90a-38881e44eaa5,new_rule_reduces_to_rank,coefficient_lattice_factoring,"rewrite(x * (a * y + z) + w).to(a * (x * (y + z / a) + w / a), a != 0); include subtraction/commuted variants for x * (a*y + z) - w and z + a*y.","Current exp term is already rendered as exp(x0*(2.064882034869081 - x0)), so the legacy exp constant extraction no longer removes a parameter. The live rank gap is the scalable inner factor: S*(x1 - 4.4045)*(x1*(0.4454786*x0 - 2.83652*x1 + 0.108382*exp(x1) + 0.132677) - 1.134188)*exp(...). Factor 0.4454786 from the whole wrapped affine factor, including the trailing -1.134188, then absorb it into S. This replaces five inner constants by four ratios: about -6.3674, 0.2433, 0.2978, -2.5460, reducing 8 params to rank 7.","Requires a != 0. This is algebraic over real arithmetic and does not need positivity because the factor is multiplicative, not inside log/abs. Integer literals such as 1 are not counted as params.","Current affine collection rules factor binary sums but do not reliably expose this nested wrapper-level normalization from x1*(sum)-constant before extraction. Add subtraction and commuted-sum orientations, and ensure the extracted scalar can combine with the outer scale."
kotanchek,184,SRjl,5,original,PySR,9.0,41.0,7.0,8.0,1.0,exp((-1.5650412257786985 - x1 - x1) / 2.725807745015068) * ((x0 + 0.2515421021268282) * x1) * (exp((x0 / -0.6595888099113719 * x0 - x1 / 0.8882302129082629) / 2.725807745015068) * ((x0 * (x1 - -0.9190110064157119) * 0.22136372638482898 + (x1 + 1.3549310295276753)) * x1)),exp((x0 / -0.6595888099113719 * x0 - x1 / 0.8882302129082629 + (-1.5650412257786985 - x1 - x1)) / 2.725807745015068) * ((x0 + 0.2515421021268282) * x1) * ((x0 * (x1 + 0.9190110064157119) * 0.22136372638482898 + (x1 + 1.3549310295276753)) * x1),saturated,136.4482500066515,112.046875,2.0,480.0,new_rule_reduces_to_rank,exp_product_or_quotient_normalization,"exp(a) * exp(b) -> exp(a + b), with follow-on normalization of same-denominator sums: u/c + v/c -> (u + v)/c.","Current-rule obstruction is that the expression keeps two multiplicative exp factors with the same outer denominator 2.725807745015068, so their affine/quadratic numerators are not exposed as one exponent. Let c=2.725807745015068. The two exponent arguments are (-1.5650412257786985 - x1 - x1)/c and ((x0 / -0.6595888099113719 * x0 - x1 / 0.8882302129082629))/c. Combining exp factors gives exp(((-1.5650412257786985 - 2*x1) + (x0 / -0.6595888099113719 * x0 - x1 / 0.8882302129082629))/c), eliminating one exp/product layer and exposing a single exponent, plausibly accounting for the rank gap without adding new non-integer params.","This rule addresses the visible rank miss from split exponentials. Further rank reduction may need existing affine duplicate collection inside the combined numerator, but the smallest missing family is exp product normalization.",done,019dac70-e20f-7083-a5d2-cef584e6844f,new_rule_reduces_to_rank,exp_affine_argument_distribution,"Under exp, normalize numeric-scaled additive arguments: exp(((u / a) + (v / b) + c + n*v) / d) -> exp((u / (a*d)) + (((1/b + n)/d) * v) + c/d), for nonzero a,b,d and integer n; implement via /d distribution plus duplicate affine-term collection.","The legacy split-exp issue is already gone: the current rendered form has one exp. The remaining miss is inside its argument: ((x0 / A * x0 - x1 / B + (C - x1 - x1)) / D). Its four exponent literals A,B,C,D represent only three effective coefficients: 1/(A*D) for x0^2, -(1/B+2)/D for x1, and C/D for the offset. The four outside product literals are independent, so this normalization gives 3+4=7 non-integer params, matching rank. Current rules combine common denominators and expose some quotients, but not this exp-local divisor distribution plus duplicate affine collection.","Requires A,B,D nonzero. Exp imposes no sign restriction. The duplicate -x1-x1 contributes integer coefficient -2, not a new param. Constant folding can materialize the three effective non-integer coefficients.","Needs syntactic coverage for (x/a)*x versus x*x/a and nested minus forms. If implemented only as generic distribution, a companion affine duplicate/coefficient collection rule is needed; this is not an exp-product normalization miss."
kotanchek,201,SRjl,22,original,PySR,9.0,42.0,5.0,6.0,1.0,((x0 * x0 - -0.4184240074286722) * 1.3494588771755316 * x0 - -0.332202367119374) * (x1 + x1 + ((exp(x1) + x0 + x0 - exp(x0) + 0.028361584423514188 - x0) * (-0.10210136673593478 * 1.0369436744891594) / 0.8313615517472167 - -0.3066975504454587)) * 0.21929540418100335 / exp(x0 * x0),(exp(x1) + x0 + x0 - exp(x0) + 0.028361584423514188 - x0 + (x1 + x1 - -0.3066975504454587) / -0.12734936583369594) * ((x0 * (x0 * x0 - -0.4184240074286722) - -0.2461745020453577) * (-0.03768651437331991 / exp(x0 * x0))),saturated,168.47879099077545,117.296875,2.0,104.0,new_rule_reduces_to_rank,affine_constant_collection,"Within an affine product, normalize additive float literals in the argument: k * (E + c1 - c2) => k * (E + (c1 - c2)), preserving integer-valued structural coefficients such as x1 + x1.","Current-rule obstruction: the rendered baseline has already exposed quotient/product coefficients, giving -0.12734936583369594 * (exp(x1) + x0 + x0 - exp(x0) + 0.028361584423514188 - x0 - 2.4083162757635677), but it does not collect the two non-integer additive constants inside that affine argument. Algebraically those are one parameter: 0.028361584423514188 - 2.4083162757635677 = -2.3799546913400535. Rewriting to -0.12734936583369594 * (exp(x1) + x0 + x0 - exp(x0) - x0 - 2.3799546913400535) removes one float parameter, reducing baseline_after_params 6 to n_rank 5.","This row does not require exp normalization or square quotient rules. It may still leave x0 + x0 - x0 uncollected structurally, but that affects syntax more than parameter rank under the stated counting rule.",done,019dac70-e281-74b0-982d-b659228d2056,new_rule_reduces_to_rank,affine_constant_collection,"Add a syntactic affine-constant variant such as ((x + a) - y) - b => (x - y) + (a - b), plus analogous sign/order variants for constants separated by one nonconstant subtraction.","Current rules already expose the quotient as a scalar affine term: x1 + x1 + -0.12734936583369594 * (exp(x1)+x0+x0-exp(x0)+0.028361584423514188-x0-2.4083162757635677). The remaining miss is local: 0.028361584423514188 and 2.4083162757635677 are independent literals only syntactically because -x0 sits between them. Rewriting ((E+c1)-x0)-c2 to (E-x0)+(c1-c2) gives c1-c2 = -2.3799546913400535, reducing the non-integer float count from 6 to the rank 5.","Pure additive reassociation over the existing arithmetic domain; no division, log, abs, or exp domain preconditions are introduced. Non-integer constants are counted as params; integer structural coefficients like x1+x1 are not the target.","Do not add another quotient exposure rule for this row; current rules already expose the quotient/scalar form. The gap is a missing syntactic constant-collection orientation across an intervening nonconstant subtraction, not a many-parameter rank artifact."
kotanchek,188,SRjl,9,original,PySR,9.0,43.0,7.0,8.0,1.0,exp(x1 - (x1 * 2.5453490974043493 + x0 * 0.5411409793785076 * x0)) * x1 * (x0 + 0.4339810714841567) * (((x0 + x1) / 0.9520033739001882 + exp(0.8325766331394892 / 0.6756390603608541 - x1 * 2.5453490974043493 * x1 * x1)) * x1 - -0.40562409423561496) * x1 / 1.5660393014789127,exp(x1 - 0.5411409793785076 * (x0 * x0 + x1 / 0.21259990620946365)) * x1 * (x0 + 0.4339810714841567) * (((x0 + x1) / 0.9520033739001882 + exp(2.5453490974043493 * (0.4841301322429487 - x1 * x1 * x1))) * x1 - -0.40562409423561496) * (x1 / 1.5660393014789127),saturated,895.6878749886528,141.390625,2.0,439.0,needs_many_params_or_rank_artifact,shared_parameter_or_rank_artifact,"No local algebraic rule. If the rank metric is meant to share equal learned constants, model this as let p = 2.5453490974043493 and reuse p in both exponentials; otherwise keep baseline rank 8.","Current-rule obstruction: existing rules have already normalized the only clear reducible coefficient pattern, rewriting exp(0.8325766331394892/0.6756390603608541 - x1*2.5453490974043493*x1*x1) to exp(2.5453490974043493*(0.4841301322429487 - x1*x1*x1)). The remaining rank gap is that 2.5453490974043493 appears once in the outer exponent and once in the inner exponent, in additive/multiplicative contexts that cannot be merged by local algebra. Collecting x1 - p*x1 to (1-p)*x1 or expanding p*(k-x1^3) preserves one non-integer coefficient occurrence per site, so it does not reduce the tree to 7 params.",The row looks like a parameter-sharing/rank-accounting artifact rather than a missing algebraic simplification. A true rank-7 form needs global sharing of the repeated 2.5453490974043493 or a rank metric that counts equal literals once; current tree rewrites cannot expose that as one local parameter.,done,seeded_from_legacy,needs_many_params_or_rank_artifact,shared_parameter_or_rank_artifact,"No local algebraic rule. If the rank metric is meant to share equal learned constants, model this as let p = 2.5453490974043493 and reuse p in both exponentials; otherwise keep baseline rank 8.","Current-rule obstruction: existing rules have already normalized the only clear reducible coefficient pattern, rewriting exp(0.8325766331394892/0.6756390603608541 - x1*2.5453490974043493*x1*x1) to exp(2.5453490974043493*(0.4841301322429487 - x1*x1*x1)). The remaining rank gap is that 2.5453490974043493 appears once in the outer exponent and once in the inner exponent, in additive/multiplicative contexts that cannot be merged by local algebra. Collecting x1 - p*x1 to (1-p)*x1 or expanding p*(k-x1^3) preserves one non-integer coefficient occurrence per site, so it does not reduce the tree to 7 params.",All displayed non-integer floats are parameters by occurrence; integer literals like powers and multiplication by x1 are structural. The double negative around -0.40562409423561496 is still one additive constant. No log/abs or positivity-domain rule is relevant.,The row looks like a parameter-sharing/rank-accounting artifact rather than a missing algebraic simplification. A true rank-7 form needs global sharing of the repeated 2.5453490974043493 or a rank metric that counts equal literals once; current tree rewrites cannot expose that as one local parameter.
