dataset,raw_index,algorithm_raw,algo_row,input_kind,algorithm,source_orig_parsed_expr,source_orig_parsed_n_params,source_before_nodes,n_rank,baseline_after_params,baseline_rank_gap,baseline_rendered,probe_mode,probe_max_passes,probe_inner_limit,probe_match_limit,probe_ban_length,probe_scheduler,probe_status,probe_runtime_ms,probe_peak_rss_mb,probe_passes,probe_total_size,probe_after_params,probe_rank_gap,probe_after_nodes,probe_rendered,probe_error,param_delta,rank_gap_delta,improved,reached_rank
kotanchek,166,SBP,17,sympy,SBP,x0 * (0.662680172064 - 0.331340086032 * x0) * (0.180440274269217 * x0 - 1.0) ** 2.0 + 0.010788 * x0 + 0.032364 * x1 + 0.109511788,6.0,25.0,3.0,5.0,2.0,x0 * ((0.180440274269217 * x0 + -1.0) ** 2.0 * (-0.331340086032 * (x0 + -2.0)) + 0.010788) + 0.032364 * x1 + 0.109511788,long_backoff,12,360,50000,30,fresh_rematch_backoff,ok,65103.37050000089,1335.640625,2.0,383.0,5.0,2.0,23.0,x0 * ((0.180440274269217 * x0 + -1.0) ** 2.0 * (-0.331340086032 * (x0 + -2.0)) + 0.010788) + 0.032364 * x1 + 0.109511788,na,0.0,0.0,False,False
kotanchek,155,SBP,6,original,SBP,0.684378 - 0.025139 * (x0 * x0 + (19.711 - (x1 - exp(exp(-20.972) - x1 * -0.586) - x1 * (x1 - 5.42))) - x1),6.0,26.0,4.0,5.0,1.0,0.025139 * (7.512755917100922 + x1 + -1.0000000007797873 * exp(0.586 * x1) - x0 * x0 - x1 * (x1 + -5.42) + x1),long_backoff,12,360,50000,30,fresh_rematch_backoff,ok,456.7807499843184,129.1875,3.0,66.0,5.0,1.0,24.0,0.025139 * (7.512755917100922 + x1 + -1.0000000007797873 * exp(0.586 * x1) - x0 * x0 - x1 * (x1 + -5.42) + x1),na,0.0,0.0,False,False
kotanchek,155,SBP,6,sympy,SBP,-0.025139 * x0 ** 2.0 - 0.025139 * x1 ** 2.0 + 0.18653138 * x1 - 0.0251390000196031 * exp(0.586 * x1) + 0.188863171,6.0,26.0,4.0,5.0,1.0,-0.025139 * (x0 ** 2.0 + x1 ** 2.0) + 0.18653138 * x1 + -0.0251390000196031 * exp(0.586 * x1) + 0.188863171,long_backoff,12,360,50000,30,fresh_rematch_backoff,ok,77661.5600840014,1579.6875,2.0,299393.0,5.0,1.0,22.0,-0.025139 * (x0 ** 2.0 + x1 ** 2.0) + 0.18653138 * x1 + -0.0251390000196031 * exp(0.586 * x1) + 0.188863171,na,0.0,0.0,False,False
pagie,165,SBP,15,original,SBP,1.139001 + 0.01085 * ((x0 * x0 - (-6.659 + x0)) * (-12.488 + x0) - (13.571 - (exp(x0) - x0) - (x1 * 14.814 - exp(x1)))),6.0,26.0,4.0,5.0,1.0,0.01085 * (91.40605069124423 + (exp(x0) - x0 + (x0 * x0 + 6.659 - x0) * (-12.488 + x0)) + (x1 * 14.814 - exp(x1))),long_backoff,12,360,50000,30,fresh_rematch_backoff,ok,558.6527490231674,140.390625,2.0,80.0,5.0,1.0,27.0,0.01085 * (91.40605069124423 + (exp(x0) - x0 + (x0 * x0 + 6.659 - x0) * (-12.488 + x0)) + (x1 * 14.814 - exp(x1))),na,0.0,0.0,False,False
pagie,176,SBP,26,sympy,SBP,0.455914378864642 * x0 * exp(-1.0 * x0 ** 2.0 + 1.0 * x0) - 0.001527 * x1 * exp(x1) + 0.0886467577217386 * x1 + 0.001527 * x1 * exp(-16.248 * x0) - 0.06855,6.0,26.0,4.0,5.0,1.0,0.001527 * (x1 * (exp(-16.248 * x0) + 58.0528865237319) - -298.56868294999475 * (exp(x0 - x0 ** 2.0) * x0) - exp(x1) * x1 - 44.89194499017682),long_backoff,12,360,50000,30,fresh_rematch_backoff,ok,63543.25870797038,1536.609375,2.0,489.0,5.0,1.0,26.0,x1 * (0.001527 * (exp(-16.248 * x0) - (exp(x1) + -58.0528865237319))) - -0.455914378864642 * (exp(x0 - x0 ** 2.0) * x0) - 0.06855,na,0.0,0.0,False,False
kotanchek,157,SBP,8,original,SBP,0.144574 + 0.000155 * (((x1 - 11.267 * 7.23) * 3.308 + (x1 + exp(7.23 - x0 * x0) * (x0 * x1 + exp(x0)))) * x0),6.0,27.0,4.0,5.0,1.0,0.144574 + 0.000155 * (((x1 + -81.46041) * 3.308 + (x1 + exp(7.23 - x0 * x0) * (x0 * x1 + exp(x0)))) * x0),long_backoff,12,360,50000,30,fresh_rematch_backoff,timeout,na,771.78125,na,na,na,na,na,na,timeout,na,na,False,False
pagie,176,SBP,26,original,SBP,-0.06855 + 0.001527 * (x0 * exp(x0 + 5.699 - x0 * x0) + (9.142 + (exp(3.89) - (exp(x1) - exp(x0 * -16.248)))) * x1),6.0,27.0,4.0,6.0,2.0,-0.06855 + 0.001527 * (x0 * exp(x0 + 5.699 - x0 * x0) + (9.142 + (48.91088652373189 - (exp(x1) - exp(x0 * -16.248)))) * x1),long_backoff,12,360,50000,30,fresh_rematch_backoff,ok,50.47537598875351,111.109375,2.0,65.0,6.0,2.0,28.0,-0.06855 + 0.001527 * (x0 * exp(x0 + 5.699 - x0 * x0) + (9.142 + (48.91088652373189 - (exp(x1) - exp(x0 * -16.248)))) * x1),na,0.0,0.0,False,False
pagie,179,SBP,29,original,SBP,0.105238 - 0.004516 * (x0 - x0 * ((x1 - 5.432) * x1 + x1) * (x0 - x1 - 3.749) * (exp(2.638 - x0) - 1.033)),6.0,28.0,4.0,6.0,2.0,0.105238 - 0.004516 * (x0 - x0 * ((x1 - 5.432) * x1 + x1) * (x0 - x1 - 3.749) * (13.985205208250427 / exp(x0) - 1.033)),long_backoff,12,360,50000,30,fresh_rematch_backoff,ok,51.94262502482161,111.125,2.0,120.0,6.0,2.0,28.0,0.105238 - 0.004516 * (x0 - x0 * ((x1 - 5.432) * x1 + x1) * (x0 - x1 - 3.749) * (13.985205208250427 / exp(x0) - 1.033)),na,0.0,0.0,False,False
kotanchek,172,SBP,23,original,SBP,1289016.678435 - 0.009565 * ((x0 + x0) * x0 + (exp(18.719) - (x1 + x1 - exp(x1) + (-7.155 + (8.072 - x0 + 7.155) * x1)))),6.0,28.0,3.0,4.0,1.0,0.009565 * (4695.615595638752 + (x1 + x1) - exp(x1) + (8.072 - x0 + 7.155) * x1 - (x0 + x0) * x0),long_backoff,12,360,50000,30,fresh_rematch_backoff,ok,138.7748749984894,112.890625,2.0,34.0,4.0,1.0,24.0,0.009565 * (4695.615595638752 + (x1 + x1) - exp(x1) + (8.072 - x0 + 7.155) * x1 - (x0 + x0) * x0),na,0.0,0.0,False,False
kotanchek,165,SBP,16,original,SBP,0.009361 + 0.001754 * ((4.923 - x1) * ((x0 * x0 - 16.384) * (x0 * x0 - (-1.015 + x0) - x0 - 3.101) + x0) * x1),6.0,29.0,5.0,6.0,1.0,0.009361 + 0.001754 * ((4.923 - x1) * ((x0 * x0 + -16.384) * (x0 * x0 + 1.015 - x0 - x0 + -3.101) + x0) * x1),long_backoff,12,360,50000,30,fresh_rematch_backoff,ok,53.320207982324064,107.9375,2.0,89.0,6.0,1.0,29.0,0.009361 + 0.001754 * ((4.923 - x1) * ((x0 * x0 + -16.384) * (x0 * x0 + 1.015 - x0 - x0 + -3.101) + x0) * x1),na,0.0,0.0,False,False
pagie,172,SBP,22,original,SBP,0.179028 - 0.00963 * (exp(x0 * -15.767) + (exp(x1) - ((x0 + (x0 + x0) - 18.776) * x0 + 18.776) * x0 + -14.972 * x1)),6.0,29.0,4.0,6.0,2.0,0.00963 * (18.590654205607475 - exp(x1) + ((x0 + (x0 + x0) - 18.776) * x0 + 18.776) * x0 - (exp(x0 * -15.767) + -14.972 * x1)),long_backoff,12,360,50000,30,fresh_rematch_backoff,ok,112.14212502818555,110.359375,2.0,183.0,6.0,2.0,29.0,0.00963 * (18.590654205607475 - exp(x1) + ((x0 + (x0 + x0) - 18.776) * x0 + 18.776) * x0 - (exp(x0 * -15.767) + -14.972 * x1)),na,0.0,0.0,False,False
pagie,42,EPLEX,13,original,EPLEX,log(abs(log(abs(0.313 + log(abs(1.889 / (x1 / 0.459) + (x1 / 0.415) ** 3.0)))) / 0.492 + log(abs(0.694 + x0 ** 2.0)))),6.0,29.0,4.0,5.0,1.0,log(abs(log(abs(0.313 + log(abs(0.867051 / x1 + (x1 / 0.415) ** 3.0)))) / 0.492 + log(abs(0.694 + x0 ** 2.0)))),long_backoff,12,360,50000,30,fresh_rematch_backoff,ok,44.255376007640734,111.25,2.0,39.0,5.0,1.0,27.0,log(abs(log(abs(0.313 + log(abs(0.867051 / x1 + (x1 / 0.415) ** 3.0)))) / 0.492 + log(abs(0.694 + x0 ** 2.0)))),na,0.0,0.0,False,False
pagie,161,SBP,12,original,SBP,0.667683 - 0.006309 * ((x0 * x0 - (x0 - exp(exp(exp(exp(x1) + 0.069 - x1) * -0.069)))) * ((-6.657 + x0) * (-6.908 + x0))),6.0,29.0,5.0,6.0,1.0,0.667683 - 0.006309 * ((x0 * x0 - x0 + exp(exp(exp(exp(x1) + 0.069 - x1) * -0.069))) * ((-6.657 + x0) * (-6.908 + x0))),long_backoff,12,360,50000,30,fresh_rematch_backoff,ok,56.68254100601189,111.1875,2.0,142.0,6.0,1.0,29.0,0.667683 - 0.006309 * ((x0 * x0 - x0 + exp(exp(exp(exp(x1) + 0.069 - x1) * -0.069))) * ((-6.657 + x0) * (-6.908 + x0))),na,0.0,0.0,False,False
pagie,169,SBP,19,sympy,SBP,((0.160826 * x0 * ((x0 + 13.585) * exp(x1 ** 2.0) - 16.860944986089) + (0.160826 * x0 + 0.45433345) * exp(x1 ** 2.0)) * exp(x0 ** 2.0 - exp(x0)) + 0.012782 * exp(x1 ** 2.0)) * exp(-1.0 * x1 ** 2.0),6.0,29.0,4.0,5.0,1.0,(0.160826 * (((x0 + 13.585) * exp(x1 ** 2.0) + -16.860944986089) * x0 + exp(x1 ** 2.0) * (x0 + 2.825)) * exp(x0 ** 2.0 - exp(x0)) + 0.012782 * exp(x1 ** 2.0)) * exp(-1.0 * x1 ** 2.0),long_backoff,12,360,50000,30,fresh_rematch_backoff,timeout,na,504.671875,na,na,na,na,na,na,timeout,na,na,False,False
pagie,163,SBP,13,sympy,SBP,-0.08391322 * x0 ** 2.0 + 0.11393234 * x0 + 0.15719644 * x1 + 0.01063 * exp(x0) - 0.01063 * exp(x1) + 0.103875,6.0,33.0,4.0,5.0,1.0,-0.01063 * (exp(x1) - exp(x0)) + -0.08391322 * (x1 / -0.5338111982688667 + (x0 ** 2.0 + x0 / -0.7365180070908752)) + 0.103875,long_backoff,12,360,50000,30,fresh_rematch_backoff,ok,52468.18579200772,1461.53125,2.0,12657.0,5.0,1.0,23.0,-0.01063 * (exp(x1) - exp(x0)) + -0.08391322 * (x1 / -0.5338111982688667 + (x0 ** 2.0 + x0 / -0.7365180070908752)) + 0.103875,na,0.0,0.0,False,False
pagie,45,EPLEX,16,sympy,EPLEX,log(abs(0.831726022794283 * log(abs(-3.3112582781457 * log(abs(log(abs(-0.021)) - 0.607 * exp(1.8450184501845 * log(abs(2.23713646532438 * x1 * exp(log(abs(x0)))))))))) ** 2.0)),6.0,33.0,5.0,6.0,1.0,log(abs(0.831726022794283 * log(abs(-3.3112582781457 * log(abs(-0.607 * (exp(1.8450184501845 * log(abs(2.23713646532438 * x1 * abs(x0)))) + 6.364469260722758))))) ** 2.0)),long_backoff,12,360,50000,30,fresh_rematch_backoff,ok,61.869291006587446,111.078125,2.0,87.0,6.0,1.0,27.0,log(abs(0.831726022794283 * log(abs(-3.3112582781457 * log(abs(-0.607 * (exp(1.8450184501845 * log(abs(2.23713646532438 * x1 * abs(x0)))) + 6.364469260722758))))) ** 2.0)),na,0.0,0.0,False,False
kotanchek,20,Bingo,20,sympy,Bingo,((0.1263993583106448 - 0.03309619870833754 * x0) * exp(x0 ** 2.0) + 0.03309619870833754 * (x0 ** 2.0 + 0.03907279509253594) * (7.53747357012547 * x1 + 15.272972634101004)) * exp(-1.0 * x0 ** 2.0),6.0,34.0,4.0,5.0,1.0,((0.1263993583106448 + -0.03309619870833754 * x0) * exp(x0 ** 2.0) + 0.24946172303571493 * ((x0 ** 2.0 + 0.03907279509253594) * (x1 + 2.026272131107024))) * exp(-1.0 * x0 ** 2.0),long_backoff,12,360,50000,30,fresh_rematch_backoff,ok,18212.13062395691,757.390625,2.0,7517.0,5.0,1.0,29.0,(0.03309619870833754 * (3.8191503327783223 - x0) * exp(x0 ** 2.0) + 0.24946172303571493 * ((x0 ** 2.0 + 0.03907279509253594) * (x1 + 2.026272131107024))) * exp(-1.0 * x0 ** 2.0),na,0.0,0.0,False,False
kotanchek,26,Bingo,26,original,Bingo,0.2497806421525048 + (-0.6964203985908678 + 2.0 * (exp(x0) ** (-1.0) * log(abs(x0 + exp(x0))))) * (0.11848913269441189 + (0.13470217521610287 + 0.5185123293134022 * x0) * (-0.0008622481242864235 + 2.0 * (exp(x0) ** (-1.0) * log(abs(x0 + exp(x0)))))),6.0,36.0,5.0,6.0,1.0,0.2497806421525048 + 2.0740493172536087 * (exp(x0) ** (-1.0) * log(abs(x0 + exp(x0))) + -0.3482101992954339) * ((exp(x0) ** (-1.0) * log(abs(x0 + exp(x0))) + -0.00043112406214321176) * (x0 + 0.25978586737652176) + 0.11425874178470499),long_backoff,12,360,50000,30,fresh_rematch_backoff,ok,87.25116701680236,112.453125,2.0,56.0,6.0,1.0,37.0,0.2497806421525048 + 2.0740493172536087 * (exp(x0) ** (-1.0) * log(abs(x0 + exp(x0))) + -0.3482101992954339) * ((exp(x0) ** (-1.0) * log(abs(x0 + exp(x0))) + -0.00043112406214321176) * (x0 + 0.25978586737652176) + 0.11425874178470499),na,0.0,0.0,False,False
pagie,0,Bingo,1,sympy,Bingo,0.5240322255066139 - 0.45351118068033663 * log(log(-1.0 * x0 * (66438756992.645454 * x1 + 2.0 / x1)) - 54.93119319072758 + 755.3723998652232 / log(-1.0 * x0 * (66438756992.645454 * x1 + 2.0 / x1))),6.0,37.0,4.0,6.0,2.0,0.5240322255066139 - 0.45351118068033663 * log(-30.011646777931055 + log((-3.010291117007793e-11 / x1 - x1) * x0) + 755.3723998652232 / log((-66438756992.645454 * x1 - 2.0 / x1) * x0)),long_backoff,12,360,50000,30,fresh_rematch_backoff,ok,2182.332291005878,224.109375,2.0,81.0,6.0,2.0,28.0,0.5240322255066139 - 0.45351118068033663 * log(-30.011646777931055 + log((-3.010291117007793e-11 / x1 - x1) * x0) + 755.3723998652232 / log((-66438756992.645454 * x1 - 2.0 / x1) * x0)),na,0.0,0.0,False,False
pagie,5,Bingo,6,sympy,Bingo,0.0885895005060784 * log((-1.0 * x0 ** 2.0 + x1 * (x0 + 28890.10432966032) * (0.00031788258514714706 * x0 ** 2.0 * x1 + 1.921452087284219e-06)) ** 2.0 / (3.461392830531733e-05 * x0 + 1.0) ** 2.0) + 0.7156288226929969,6.0,37.0,5.0,6.0,1.0,0.0885895005060784 * log((x1 * (x0 + 28890.10432966032) * (0.00031788258514714706 * x0 ** 2.0 * x1 + 1.921452087284219e-06) - x0 ** 2.0) ** 2.0 / (3.461392830531733e-05 * x0 + 1.0) ** 2.0) + 0.7156288226929969,long_backoff,12,360,50000,30,fresh_rematch_backoff,ok,25274.296541989315,435.25,2.0,123.0,6.0,1.0,34.0,0.0885895005060784 * log((x1 * (x0 + 28890.10432966032) * (0.00031788258514714706 * x0 ** 2.0 * x1 + 1.921452087284219e-06) - x0 ** 2.0) ** 2.0 / (3.461392830531733e-05 * x0 + 1.0) ** 2.0) + 0.7156288226929969,na,0.0,0.0,False,False
pagie,0,Bingo,1,original,Bingo,0.5240322255066139 + -0.45351118068033663 * log(abs(-54.93119319072758 + 755.3723998652232 * log(abs(-2.0 * (x0 * x1 ** (-1.0)) + -66438756992.645454 * (x0 * x1))) ** (-1.0) + log(abs(-2.0 * (x0 * x1 ** (-1.0)) + -66438756992.645454 * (x0 * x1))))),6.0,43.0,4.0,6.0,2.0,-0.45351118068033663 * (5.471710748509175 + log(abs(log(abs(-2.0 * x0 * (x1 ** (-1.0) + x1 / 3.010291117007793e-11))) ** (-1.0) + (-0.07180305504919829 + log(abs(x0 * (x1 ** (-1.0) + x1 / 3.010291117007793e-11))) / 755.3723998652232)))),long_backoff,12,360,50000,30,fresh_rematch_backoff,ok,75919.83779199654,1145.171875,3.0,238.0,4.0,0.0,41.0,-0.45351118068033663 * (5.471710748509175 + log(abs(log(abs(-2.0 * (x0 * (x1 ** (-1.0) + -7.331696934207789e+31 * (x1 / -2.2070542153638976e+21))))) ** (-1.0) + (-0.07180305504919829 + log(abs(x0 * (x1 ** (-1.0) + -7.331696934207789e+31 * (x1 / -2.2070542153638976e+21)))) / 755.3723998652232)))),na,2.0,2.0,True,True
kotanchek,204,SRjl,25,original,PySR,0.39857416499545906 / exp(x0 / 0.9061053191483835 * (x0 / 2.1124692156696177)) * ((0.09167619346933147 - (x1 * exp(x0) + x0 * x0) - x1 * (x0 - -0.21837017173690837)) / (x1 * (x1 + x0) - exp(x1) - exp(x0)) * x1 + x0) * 0.5611252244261848,6.0,45.0,4.0,5.0,1.0,0.2236500177835562 / exp(x0 / 0.9061053191483835 * (x0 / 2.1124692156696177)) * ((0.09167619346933147 - (x1 * exp(x0) + x0 * x0) - x1 * (x0 + 0.21837017173690837)) / (x1 * (x1 + x0) - exp(x1) - exp(x0)) * x1 + x0),long_backoff,12,360,50000,30,fresh_rematch_backoff,ok,58.03675000788644,107.796875,2.0,76.0,5.0,1.0,43.0,0.2236500177835562 / exp(x0 / 0.9061053191483835 * (x0 / 2.1124692156696177)) * ((0.09167619346933147 - (x1 * exp(x0) + x0 * x0) - x1 * (x0 + 0.21837017173690837)) / (x1 * (x1 + x0) - exp(x1) - exp(x0)) * x1 + x0),na,0.0,0.0,False,False
pagie,28,Bingo,28,original,Bingo,17.519637627145645 + -3.529837319764648 * (log(abs(-3.3162197817782353 + 76.20364329715497 * log(abs(900226.4764680645 * (x0 * x1))) ** (-1.0))) ** (-1.0) * log(abs(-3.139766204630333 * (x0 ** (-1.0) * (x1 ** (-1.0) * log(abs(900226.4764680645 * (x0 * x1)))))))),7.0,17.0,2.0,7.0,5.0,17.519637627145645 + -3.529837319764648 * (log(abs(-3.3162197817782353 + 76.20364329715497 * log(abs(900226.4764680645 * (x0 * x1))) ** (-1.0))) ** (-1.0) * log(abs(-3.139766204630333 * (x0 ** (-1.0) * (x1 ** (-1.0) * log(abs(900226.4764680645 * (x0 * x1)))))))),long_backoff,12,360,50000,30,fresh_rematch_backoff,ok,51.07099999440834,101.203125,1.0,148.0,7.0,5.0,41.0,17.519637627145645 + -3.529837319764648 * (log(abs(-3.3162197817782353 + 76.20364329715497 * log(abs(900226.4764680645 * (x0 * x1))) ** (-1.0))) ** (-1.0) * log(abs(-3.139766204630333 * (x0 ** (-1.0) * (x1 ** (-1.0) * log(abs(900226.4764680645 * (x0 * x1)))))))),na,0.0,0.0,False,False
pagie,24,Bingo,24,original,Bingo,log(abs(0.8889056731853394)) * (-25.375926540572554 + -2.4339755472913582 * log(abs(x0 * x1)) + log(abs(-4625426.158330705 * log(abs(log(abs(0.8889056731853394 + 0.8889056731853394 * 0.8889056731853394)) * x1 ** (-1.0))) ** (-1.0)))),7.0,20.0,3.0,4.0,1.0,-0.11776415350114562 * (-2.4339755472913582 * (4.120356708064521 + log(abs(x0 * x1))) + log(abs(log(abs(0.5182334989833758 * x1 ** (-1.0))) ** (-1.0)))),long_backoff,12,360,50000,30,fresh_rematch_backoff,ok,62.618291995022446,100.265625,2.0,71.0,4.0,1.0,23.0,-0.11776415350114562 * (-2.4339755472913582 * (4.120356708064521 + log(abs(x0 * x1))) + log(abs(log(abs(0.5182334989833758 * x1 ** (-1.0))) ** (-1.0)))),na,0.0,0.0,False,False
pagie,203,SRjl,24,sympy,PySR,1.021967424871605 - 1.0754695400311118 * exp(-0.7734843695524414 * x0 ** 2.0) + 2.792238560484319 / (3.4342474157379796 / (x1 ** 2.0) ** 1.8741636407391655 + 2.844338639118127),7.0,24.0,6.0,7.0,1.0,1.021967424871605 - 1.0754695400311118 * exp(-0.7734843695524414 * x0 ** 2.0) + 2.792238560484319 / (3.4342474157379796 / (x1 ** 2.0) ** 1.8741636407391655 + 2.844338639118127),long_backoff,12,360,50000,30,fresh_rematch_backoff,ok,36.22249999898486,106.1875,1.0,113.0,7.0,1.0,22.0,1.021967424871605 - 1.0754695400311118 * exp(-0.7734843695524414 * x0 ** 2.0) + 2.792238560484319 / (3.4342474157379796 / (x1 ** 2.0) ** 1.8741636407391655 + 2.844338639118127),na,0.0,0.0,False,False
pagie,170,SBP,20,original,SBP,5.3e-05 - 0.00157 * (exp(x0 - x0 * x0) * (exp(x0) * ((-10.978 + (15.694 - (exp(x1) + exp(-0.624)) + x1 * 15.599)) * -5.236))),7.0,28.0,4.0,5.0,1.0,5.3e-05 - -0.00822052 * (-10.978 + (15.158203042332545 - exp(x1) + x1 * 15.599)) * exp(x0 - x0 * x0 + x0),long_backoff,12,360,50000,30,fresh_rematch_backoff,ok,278.24358400539495,122.59375,2.0,285.0,5.0,1.0,23.0,5.3e-05 - -0.00822052 * (-10.978 + (15.158203042332545 - exp(x1) + x1 * 15.599)) * exp(x0 - x0 * x0 + x0),na,0.0,0.0,False,False
pagie,179,SBP,29,sympy,SBP,(0.004516 * x0 * x1 * (x1 - 4.432) * (1.033 * exp(x0) - 13.9852052082504) * (-1.0 * x0 + x1 + 3.749) + (0.105238 - 0.004516 * x0) * exp(x0)) * exp(-1.0 * x0),7.0,28.0,4.0,6.0,2.0,(0.004665028 * (x1 * x0 * (exp(x0) + -13.538436794046856)) * (x1 + -4.432) * (x1 - x0 + 3.749) + 0.004516 * (23.303365810451727 - x0) * exp(x0)) * exp(-1.0 * x0),long_backoff,12,360,50000,30,fresh_rematch_backoff,ok,116129.9686669663,1243.0625,2.0,14536.0,6.0,2.0,34.0,(0.004665028 * (x1 * x0 * (exp(x0) + -13.538436794046856)) * (x1 + -4.432) * (x1 - x0 + 3.749) + 0.004516 * (23.303365810451727 - x0) * exp(x0)) * exp(-1.0 * x0),na,0.0,0.0,False,False
pagie,167,SBP,17,sympy,SBP,0.048266 * x0 * (x0 - 3.579) * (x0 - 3.247) - 0.048266 * x0 - 0.048266 * x1 ** 2.0 + 0.24133 * x1 - 0.065845,7.0,29.0,3.0,5.0,2.0,-0.048266 * (-4.999999999999999 * x1 - ((x0 - 3.247) * (x0 - 3.579) * x0 - x1 ** 2.0 - x0) - -1.3642108316413208),long_backoff,12,360,50000,30,fresh_rematch_backoff,ok,39024.485250003636,1164.8125,2.0,244.0,4.0,1.0,23.0,-0.048266 * (x1 ** 2.0 - ((x0 - 3.247) * (x0 - 3.579) * x0 - x0) - 5.0 * x1 - -1.3642108316413208),na,1.0,1.0,True,False
pagie,165,SBP,15,sympy,SBP,0.01085 * x0 ** 3.0 - 0.1463448 * x0 ** 2.0 + 0.19689495 * x0 + 0.1607319 * x1 + 0.01085 * exp(x0) - 0.01085 * exp(x1) + 0.0894957768,7.0,30.0,4.0,5.0,1.0,-0.01085 * (exp(x1) - (exp(x0) + x0 ** 3.0) + -18.147000000000002 * x0) + 0.1607319 * x1 + -0.1463448 * x0 ** 2.0 + 0.0894957768,long_backoff,12,360,50000,30,fresh_rematch_backoff,ok,45557.261498994194,1530.296875,3.0,127.0,5.0,1.0,27.0,0.1607319 * (x0 ** 2.0 / -1.0983096085409252 + x1 + (exp(x1) - (x0 / 0.05510552708436656 + x0 ** 3.0 + exp(x0))) / -14.814) + 0.0894957768,na,0.0,0.0,False,False
pagie,45,EPLEX,16,original,EPLEX,log(abs(log(abs(log(abs(log(abs(-0.021)) - 0.607 / exp(log(abs(x1 / (0.447 / exp(log(abs(x0)))))) / -0.542))) / -0.302)) ** 2.0 / -0.927 / -1.297)),7.0,33.0,5.0,7.0,2.0,log(abs(log(abs(log(abs(-3.863232841258714 - 0.607 / exp(log(abs(x1 / (0.447 / abs(x0)))) / -0.542))) / -0.302)) ** 2.0 / -0.927 / -1.297)),long_backoff,12,360,50000,30,fresh_rematch_backoff,ok,55.98287400789559,111.34375,2.0,39.0,7.0,2.0,29.0,log(abs(log(abs(log(abs(-3.863232841258714 - 0.607 / exp(log(abs(x1 / (0.447 / abs(x0)))) / -0.542))) / -0.302)) ** 2.0 / -0.927 / -1.297)),na,0.0,0.0,False,False
pagie,51,EPLEX,22,sympy,EPLEX,exp(0.42732082391662 * log(abs(-1.0 * log(abs((x0 ** 4.0 * x1 - 0.0624330452543088 * x0 ** 4.0 - 0.298701886912704) / (0.045 * x0 ** 4.0 + 0.215296))) - 0.406188903316357 * log(abs(x1 + 0.385))))),7.0,38.0,6.0,7.0,1.0,exp(0.42732082391662 * log(abs(-0.406188903316357 * log(abs(x1 + 0.385)) - log(abs((x0 ** 4.0 * (x1 + -0.0624330452543088) - 0.298701886912704) / (0.045 * x0 ** 4.0 + 0.215296)))))),long_backoff,12,360,50000,30,fresh_rematch_backoff,ok,200554.0961670049,693.609375,3.0,89.0,7.0,1.0,32.0,exp(0.42732082391662 * log(abs(-0.406188903316357 * log(abs(x1 + 0.385)) - log(abs(22.22222222222222 * ((x0 ** 4.0 * (x1 + -0.0624330452543088) - 0.298701886912704) / (x0 ** 4.0 + 4.784355555555555))))))),na,0.0,0.0,False,False
kotanchek,208,SRjl,29,sympy,PySR,0.5126111526206354 * x1 * (0.6214063774224301 * x0 * x1 * (1.8394445968539719 * x0 + 3.0 * x1 - 0.16055540314602817 * exp(x1) - 0.6904329788496647) + x1 - 0.2570477604364112) * exp(-0.6022120672089649 * x0 ** 2.0 - x1),7.0,39.0,6.0,7.0,1.0,0.5126111526206354 * x1 * (1.143042603400289 * (x1 * x0) * (x0 + 1.6309270771900075 * x1 - 0.08728471812667168 * exp(x1) - 0.37534861339695796) + x1 - 0.2570477604364112) * exp(-0.6022120672089649 * x0 ** 2.0 - x1),long_backoff,12,360,50000,30,fresh_rematch_backoff,timeout,na,992.78125,na,na,na,na,na,na,timeout,na,na,False,False
kotanchek,29,Bingo,29,sympy,Bingo,-1.0 * (6.656270926980652e-05 * x1 + 1.550707023441505e-05) * (35.56866639996601 * x1 * (x0 - exp(x0)) + (x1 - 6.784280947796324) * (exp(x0) - 52.61627831646421) * exp(x0)) * (exp(x0) - 52.61627831646421) / ((x0 - exp(x0)) * (x1 - 6.784280947796324)),7.0,40.0,6.0,7.0,1.0,(-6.656270926980652e-05 * x1 - 1.550707023441505e-05) * ((x1 - 6.784280947796324) * (exp(x0) - 52.61627831646421) * exp(x0) - -35.56866639996601 * ((x0 - exp(x0)) * x1)) * (exp(x0) - 52.61627831646421) / ((x0 - exp(x0)) * (x1 - 6.784280947796324)),long_backoff,12,360,50000,30,fresh_rematch_backoff,ok,209992.19441699097,727.484375,2.0,237.0,7.0,1.0,40.0,(-6.656270926980652e-05 * x1 - 1.550707023441505e-05) * ((x1 - 6.784280947796324) * (exp(x0) - 52.61627831646421) * exp(x0) - (x0 - exp(x0)) * x1 / -0.02811463293999) * (exp(x0) - 52.61627831646421) / ((x0 - exp(x0)) * (x1 - 6.784280947796324)),na,0.0,0.0,False,False
